Total Population,Total Households,Median Household Income (Current Year $),Total Households For Period Of Construction Built Before 1961,Total Households For Period Of Construction Built Between 1961 And 1980,Total Households For Period Of Construction Built Between 1981 And 190,Total Households For Period Of Construction Built Between 1991 And 2000,Total Households For Period Of Construction Built Between 2001 And 2005,Total Households For Period Of Construction Built After 2005,Total Households for Tenure,Dwellings by Tenure Renter %,Dwellings by Tenure Owner %,Total Households For Structure Type Houses %,"Total Households For Structure Type Apartment, Building Low And High Rise %",Total Households For Structure Type Other Dwelling Types %,Estimated Family Size,label
5189,1701,57275.1,916,291,45,26,20,403,1528,0.24672774869109948,0.7532722513089005,0.7501469723691946,0.24750146972369194,0.0023515579071134627,3.0505584950029396,0
5475,1929,96777.94,185,812,247,136,192,357,1799,0.13618677042801555,0.8638132295719845,0.8574390876101607,0.14152410575427682,0.0010368066355624676,2.838258164852255,0
8249,3150,98124.15,34,526,376,759,540,915,3036,0.08761528326745718,0.9123847167325428,0.8577777777777778,0.08,0.06222222222222222,2.6187301587301586,0
6704,2624,82123.32,179,525,551,213,94,1062,2449,0.2813393221723152,0.7186606778276847,0.741234756097561,0.2553353658536585,0.003429878048780488,2.5548780487804876,0
6083,2402,73058.76,173,873,397,296,171,492,2290,0.1222707423580786,0.8777292576419214,0.922564529558701,0.04621149042464613,0.03122398001665279,2.532472939217319,0
9463,4461,79217.35,312,269,429,460,849,2142,4249,0.2704165686043775,0.7295834313956225,0.13718897108271688,0.8601210490921318,0.0026899798251513113,2.121273257117238,1
4877,1924,63328.7,453,614,169,205,289,194,1829,0.5790049207217058,0.42099507927829416,0.45634095634095634,0.5436590436590436,0.0,2.534823284823285,0
135,68,56661.46,9,9,20,9,0,21,42,0.6666666666666666,0.3333333333333333,0.8823529411764706,0.11764705882352941,0.0,1.9852941176470589,0
1815,775,50655.14,83,263,126,237,0,66,719,0.7496522948539638,0.25034770514603616,0.4619354838709677,0.5380645161290323,0.0,2.3419354838709676,1
4930,1414,68539.16,266,383,138,194,119,314,1316,0.5129179331306991,0.4870820668693009,0.10961810466760961,0.8868458274398868,0.003536067892503536,3.4865629420084865,1
8111,2554,135578.16,26,39,465,780,662,582,2353,0.07692307692307693,0.9230769230769231,0.8864526233359437,0.11354737666405638,0.0,3.1758026624902116,0
1269,444,93218.93,138,100,69,12,18,107,407,0.056511056511056514,0.9434889434889435,0.9324324324324325,0.0,0.06756756756756757,2.858108108108108,0
7680,3050,66856.63,752,1462,317,205,142,172,2875,0.2883478260869565,0.7116521739130435,0.700327868852459,0.2937704918032787,0.005901639344262295,2.518032786885246,0
6598,2336,74258.08,546,598,320,367,201,304,2216,0.43366425992779783,0.5663357400722022,0.4400684931506849,0.559931506849315,0.0,2.824486301369863,0
6852,2717,80387.0,296,601,290,205,453,872,2490,0.14176706827309238,0.8582329317269076,0.6956201693043799,0.1332351858667648,0.17114464482885536,2.521899153478101,0
5513,2153,84020.7,172,495,199,512,580,195,2034,0.2969518190757129,0.7030481809242871,0.7194612169066419,0.2679981421272643,0.012540640966093822,2.560613098002787,0
868,389,50367.37,0,16,22,174,61,116,380,0.039473684210526314,0.9342105263157895,0.9357326478149101,0.0,0.06426735218508997,2.2313624678663238,0
5977,2366,34142.04,553,1217,246,128,16,206,2217,0.5516463689670726,0.44835363103292736,0.4378698224852071,0.5532544378698225,0.008875739644970414,2.526204564666103,0
6147,1838,36439.22,270,1219,196,78,16,59,1718,0.6263096623981373,0.37369033760186265,0.23286180631120784,0.7671381936887922,0.0,3.3443960826985855,0
4503,1652,56043.62,139,175,103,167,99,969,1263,0.30641330166270786,0.6935866983372921,0.8335351089588378,0.16646489104116222,0.0,2.7257869249394675,0
6575,2724,75386.92,72,2386,137,32,9,88,2537,0.19944816712652738,0.8005518328734726,0.8179148311306902,0.18208516886930984,0.0,2.4137298091042583,0
6204,2148,102228.24,1478,407,86,67,11,99,2021,0.07817911924789708,0.9218208807521029,0.9231843575418994,0.07681564245810056,0.0,2.888268156424581,0
5916,2309,54670.0,9,166,612,587,359,576,2079,0.45791245791245794,0.5420875420875421,0.33477695972282373,0.6626245127760936,0.00259852750108272,2.562148116067562,0
6263,4209,59456.23,325,2269,676,238,160,541,3818,0.6377684651650078,0.36223153483499215,0.007365169874079354,0.9926348301259207,0.0,1.4880019006889997,1
5267,1838,114166.23,27,242,866,397,197,109,1763,0.08054452637549632,0.9194554736245036,0.9287268770402611,0.07127312295973885,0.0,2.865614798694233,0
4269,2219,59227.85,1135,869,99,46,8,62,2078,0.6564003849855631,0.343599615014437,0.2582244254168544,0.7345651194231636,0.007210455159981974,1.9238395673726905,1
3667,1379,53750.23,110,988,125,72,37,47,1318,0.5546282245827011,0.44537177541729894,0.7309644670050761,0.26903553299492383,0.0,2.659173313995649,0
6576,2331,91971.24,36,973,857,335,15,115,2161,0.1925034706154558,0.8074965293845442,0.9643929643929644,0.035607035607035604,0.0,2.821106821106821,0
2686,1045,148268.91,790,91,0,3,0,161,994,0.20321931589537223,0.7967806841046278,0.7923444976076555,0.2076555023923445,0.0,2.570334928229665,0
3935,1696,70291.57,584,965,84,20,25,18,1693,0.2900177200236267,0.7099822799763733,0.6792452830188679,0.3178066037735849,0.00294811320754717,2.3201650943396226,0
3355,1283,89945.92,330,204,140,168,147,294,1205,0.07717842323651453,0.9228215767634855,0.9875292283710054,0.00857365549493375,0.003897116134060795,2.6149649259547934,0
7189,2506,88319.43,80,660,716,213,263,574,2246,0.16251113089937666,0.8374888691006234,0.7841181165203511,0.21588188347964885,0.0,2.868715083798883,0
4026,1095,93267.69,12,78,651,220,16,118,957,0.0794148380355277,0.9205851619644723,0.869406392694064,0.13059360730593608,0.0,3.6767123287671235,0
2824,1032,88991.85,35,235,451,134,76,101,980,0.0336734693877551,0.9663265306122449,0.9748062015503876,0.01065891472868217,0.014534883720930232,2.7364341085271318,0
4573,2081,72399.52,322,1119,405,119,15,101,2077,0.17862301396244584,0.8213769860375542,0.6713118692936089,0.18068236424795772,0.14800576645843344,2.197501201345507,0
6806,2625,88135.53,184,477,166,436,350,1012,2401,0.16784673052894628,0.8321532694710537,0.851047619047619,0.09295238095238095,0.056,2.592761904761905,0
1552,640,77728.89,22,575,26,11,0,6,624,0.1794871794871795,0.8205128205128205,0.8578125,0.1421875,0.0,2.425,0
5776,2056,100669.44,200,919,148,569,40,180,1931,0.15432418436043502,0.845675815639565,0.7592412451361867,0.23784046692607003,0.0029182879377431907,2.809338521400778,0
6484,2663,90457.48,891,623,138,411,406,194,2492,0.3398876404494382,0.6601123595505618,0.6226060833646263,0.3762673676304919,0.0011265490048817123,2.434847915884341,0
8708,3353,107449.44,32,1351,252,333,414,971,2938,0.27161334240980256,0.7280462899931927,0.832388905457799,0.16403220996122875,0.003578884580972264,2.5970772442588728,0
7112,2221,92272.99,222,548,942,345,49,115,2023,0.23875432525951557,0.7612456747404844,0.7370553804592526,0.26294461954074744,0.0,3.2021611886537595,0
4395,1561,140518.31,521,715,74,42,44,165,1463,0.07450444292549556,0.9254955570745045,0.9410634208840487,0.058936579115951314,0.0,2.815502882767457,0
4611,2030,69928.95,1181,601,89,86,30,43,2016,0.23065476190476192,0.7693452380952381,0.7906403940886699,0.2019704433497537,0.007389162561576354,2.2714285714285714,0
4933,1678,113045.42,399,559,254,309,50,107,1618,0.10197775030902348,0.8980222496909765,0.9630512514898689,0.023837902264600714,0.013110846245530394,2.9398092967818834,0
2720,1201,49186.79,17,605,204,122,128,125,1089,0.5436179981634527,0.4563820018365473,0.4962531223980017,0.5037468776019983,0.0,2.2647793505412155,0
3592,1577,76040.98,1471,48,16,3,3,36,1468,0.4318801089918256,0.5681198910081744,0.5193405199746354,0.4774889029803424,0.0031705770450221942,2.277742549143944,0
2496,1105,66903.06,302,457,151,70,28,97,1100,0.48,0.52,0.6009049773755656,0.232579185520362,0.1665158371040724,2.2588235294117647,0
6614,2534,48702.64,290,1678,234,157,52,123,2376,0.6393097643097643,0.36069023569023567,0.5134175217048145,0.48658247829518547,0.0,2.610102604577743,0
6643,3484,33945.7,1458,1441,252,136,74,123,3298,0.8298969072164949,0.17010309278350516,0.02439724454649828,0.9756027554535017,0.0,1.9067164179104477,1
4440,1688,86893.49,479,1105,41,12,3,48,1584,0.38952020202020204,0.610479797979798,0.5462085308056872,0.4537914691943128,0.0,2.6303317535545023,0
6546,2243,109287.33,11,497,277,148,379,931,2072,0.041023166023166024,0.958976833976834,0.8930004458314758,0.1069995541685243,0.0,2.9184128399465004,0
2376,904,108932.05,105,745,32,12,0,10,895,0.12849162011173185,0.8715083798882681,0.9557522123893806,0.04424778761061947,0.0,2.6283185840707963,0
6469,2656,77826.52,91,1511,630,195,54,175,2599,0.2747210465563678,0.7252789534436321,0.8776355421686747,0.1223644578313253,0.0,2.435617469879518,0
5490,2031,63663.54,637,338,147,271,80,558,1914,0.3406478578892372,0.6593521421107628,0.22845888724766125,0.7690792712949286,0.002461841457410143,2.7031019202363367,0
1439,657,44851.3,508,119,15,5,0,10,639,0.6165884194053208,0.38341158059467917,0.0076103500761035,0.9923896499238964,0.0,2.1902587519025873,1
5826,2123,91618.87,50,905,993,55,51,69,2094,0.06303724928366762,0.9369627507163324,0.9156853509185116,0.08243052284503062,0.0018841262364578427,2.744229863400848,0
5160,2552,44714.05,1110,954,223,140,32,93,2440,0.6872950819672131,0.3127049180327869,0.21786833855799373,0.7762539184952978,0.005877742946708464,2.0219435736677114,1
5627,1661,103560.59,0,27,920,429,104,181,1511,0.028457974851091992,0.971542025148908,0.9440096327513546,0.055990367248645395,0.0,3.3877182420228777,0
5644,2360,88651.74,939,1103,115,137,5,61,2258,0.3808680248007086,0.6191319751992914,0.6440677966101694,0.35466101694915253,0.001271186440677966,2.3915254237288135,0
6881,2334,72771.09,244,1823,151,31,16,69,2133,0.2536333802156587,0.7463666197843413,0.7476435304198801,0.25235646958012,0.0,2.948157669237361,0
4294,2175,46091.97,521,1003,137,123,79,312,2022,0.5484668644906033,0.4515331355093966,0.4570114942528736,0.5416091954022989,0.001379310344827586,1.9742528735632183,0
4560,1916,74353.68,101,577,428,346,86,378,1837,0.2727272727272727,0.7272727272727273,0.7713987473903967,0.22599164926931106,0.0026096033402922755,2.3799582463465554,0
7437,2397,110438.17,121,211,114,600,318,1033,2227,0.08307139649753031,0.9169286035024697,0.9816437213183146,0.0020859407592824365,0.016270337922403004,3.1026282853566958,0
3665,1438,111533.76,14,139,627,494,133,31,1418,0.02609308885754584,0.9739069111424542,0.9965229485396384,0.0034770514603616135,0.0,2.5486787204450625,0
6062,3534,38744.44,1471,1669,173,116,10,95,3421,0.9146448406898567,0.08535515931014323,0.0028296547821165816,0.9968873797396718,0.0002829654782116582,1.715336728919072,1
1216,645,43407.44,470,82,21,22,11,39,625,0.7296,0.2704,0.11317829457364341,0.8868217054263566,0.0,1.8852713178294573,1
3342,1699,50112.4,1224,237,81,45,32,80,1595,0.6739811912225705,0.32601880877742945,0.01942319011183049,0.9717480871100648,0.008828722778104767,1.9670394349617422,1
2982,1221,72652.56,856,256,56,26,0,27,1140,0.15175438596491228,0.8482456140350877,0.9426699426699426,0.05323505323505324,0.004095004095004095,2.442260442260442,0
6294,1693,110717.07,0,134,1053,416,32,58,1548,0.13049095607235142,0.8695090439276486,0.7979917306556409,0.20200826934435911,0.0,3.717660956881276,0
5243,1785,94374.74,21,50,118,533,421,642,1649,0.11461491813220133,0.8853850818677986,0.984873949579832,0.015126050420168067,0.0,2.937254901960784,0
4741,1573,128290.49,238,199,96,192,668,180,1469,0.037440435670524165,0.9625595643294759,0.9554990464081373,0.04450095359186268,0.0,3.013986013986014,0
3468,1333,101476.99,91,381,208,418,46,189,1324,0.045317220543806644,0.9546827794561934,0.9294823705926482,0.0,0.07051762940735183,2.601650412603151,0
4543,2151,71236.84,1099,653,171,101,16,111,2127,0.27268453220498357,0.7273154677950164,0.7596466759646676,0.23802882380288237,0.0023245002324500234,2.112040911204091,0
5657,1820,177787.17,19,238,1104,289,88,82,1688,0.05568720379146919,0.9443127962085308,0.9505494505494505,0.04945054945054945,0.0,3.1082417582417583,0
3462,1416,96907.69,414,944,11,6,6,35,1374,0.04730713245997089,0.9526928675400291,0.9964689265536724,0.0035310734463276836,0.0,2.444915254237288,0
4104,1699,73146.73,20,462,609,341,171,96,1599,0.2501563477173233,0.7498436522826767,0.6633313713949383,0.3366686286050618,0.0,2.4155385520894646,0
6536,2801,88120.81,195,1445,569,158,38,396,2548,0.20918367346938777,0.7908163265306123,0.43877186719028916,0.5612281328097108,0.0,2.333452338450553,0
7052,2470,66599.16,456,722,339,379,183,391,2310,0.44502164502164504,0.554978354978355,0.15991902834008098,0.8218623481781376,0.018218623481781375,2.8550607287449394,0
4697,1638,83558.31,21,688,392,320,128,89,1563,0.2507997440818938,0.7492002559181062,0.9554334554334555,0.038461538461538464,0.006105006105006105,2.8675213675213675,0
5270,2780,49427.73,269,1403,355,152,124,477,2667,0.7097862767154106,0.29021372328458944,0.2392086330935252,0.7589928057553957,0.0017985611510791368,1.89568345323741,0
4047,1496,111247.53,3,75,912,145,258,103,1410,0.0673758865248227,0.9326241134751773,0.6417112299465241,0.3582887700534759,0.0,2.7052139037433154,0
3879,1597,95110.83,449,415,381,160,38,154,1540,0.17532467532467533,0.8246753246753247,0.7745773324984345,0.22542266750156542,0.0,2.4289292423293674,0
9192,3707,74271.35,300,206,290,626,1172,1113,3359,0.3569514736528729,0.6430485263471272,0.5521985432964661,0.44078769894793635,0.007013757755597518,2.4796331265173994,0
13142,4541,104570.74,150,651,567,494,317,2362,3855,0.10713359273670557,0.8928664072632945,0.9462673419951553,0.04316229905307201,0.010570358951772737,2.8940761946707774,0
4537,1722,67033.96,442,1083,110,55,0,32,1611,0.7405338299193048,0.2594661700806952,0.45063879210220675,0.5493612078977933,0.0,2.6347270615563296,0
3284,1418,79591.86,934,255,24,19,64,122,1297,0.16499614494988435,0.8350038550501157,0.8236953455571228,0.1763046544428773,0.0,2.315937940761636,0
6644,2334,70859.99,182,749,776,215,79,333,2247,0.1864708500222519,0.8135291499777481,0.7759211653813196,0.22022279348757498,0.0038560411311053984,2.8466152527849187,0
1891,565,104121.08,25,0,0,0,0,540,19,0.0,1.0,1.0,0.0,0.0,3.3469026548672565,0
5941,1699,104660.9,0,15,67,51,990,576,1556,0.12917737789203085,0.8708226221079691,0.9423190111830488,0.05768098881695115,0.0,3.4967628016480283,0
6339,2533,63267.78,515,1465,183,146,85,139,2435,0.5338809034907598,0.46611909650924027,0.5519147256217923,0.44808527437820767,0.0,2.5025661271219897,0
6583,2458,71168.14,801,760,257,184,132,324,2366,0.1242603550295858,0.8757396449704142,0.8734743694060212,0.06794141578519121,0.05858421480878763,2.678193653376729,0
9523,3209,122469.29,9,3,9,127,1009,2052,2964,0.14001349527665316,0.8599865047233468,0.8507323153630414,0.14926768463695855,0.0,2.9675911498909318,0
2558,1155,53433.93,740,268,31,63,21,32,1137,0.2673702726473175,0.7326297273526825,0.7575757575757576,0.23463203463203464,0.007792207792207792,2.2147186147186146,0
3941,1743,81420.83,372,465,328,328,81,169,1726,0.3174971031286211,0.6825028968713789,0.597819850831899,0.39816408491107286,0.004016064257028112,2.2610441767068274,0
6930,2617,82578.13,150,1137,714,198,29,389,2408,0.16985049833887042,0.8301495016611296,0.7944210928544134,0.20557890714558655,0.0,2.6480703095147113,0
4377,1922,61481.45,146,885,321,158,135,277,1774,0.45659526493799324,0.5434047350620068,0.5156087408949012,0.48439125910509884,0.0,2.277315296566077,0
2588,1066,52018.71,225,303,190,145,57,146,1012,0.26383399209486164,0.7361660079051383,0.7551594746716698,0.22326454033771106,0.021575984990619138,2.427767354596623,0
4437,2190,57355.67,6,33,119,1472,112,448,2002,0.1993006993006993,0.8006993006993007,0.01004566210045662,0.9899543378995433,0.0,2.026027397260274,1
5751,2167,43476.53,749,972,169,178,36,63,2029,0.7254805322819122,0.2745194677180877,0.24042455006922012,0.711121365943701,0.048454083987078914,2.6538994000922935,1
6087,2026,97259.9,377,312,49,108,51,1129,1893,0.07237189646064449,0.9276281035393555,0.9891411648568608,0.01085883514313919,0.0,3.004442250740375,0
3149,1484,76622.52,847,494,52,48,0,43,1434,0.2510460251046025,0.7489539748953975,0.8672506738544474,0.13005390835579514,0.0026954177897574125,2.121967654986523,0
4721,2108,55764.77,125,617,554,547,126,139,2097,0.3810205054840248,0.6189794945159752,0.7215370018975332,0.22960151802656548,0.048861480075901326,2.239563567362429,0
7340,2678,93168.13,66,645,571,600,275,521,2603,0.0968113714944295,0.9031886285055705,0.8741598207617625,0.12584017923823748,0.0,2.740851381628081,0
11687,3746,123534.34,12,0,186,182,520,2846,3309,0.10154125113327289,0.898458748866727,0.9113721302722905,0.08862786972770956,0.0,3.119861185264282,0
3730,1254,101230.98,11,577,544,97,3,22,1204,0.07890365448504984,0.9210963455149501,0.9282296650717703,0.07177033492822966,0.0,2.974481658692185,0
4809,1909,67980.43,377,889,357,150,39,97,1777,0.4462577377602701,0.5537422622397299,0.535358826610791,0.464641173389209,0.0,2.5191199580932424,0
3262,1145,99423.84,107,172,167,484,125,90,1105,0.06153846153846154,0.9384615384615385,0.9877729257641922,0.01222707423580786,0.0,2.8489082969432316,0
2924,1295,79167.26,58,578,393,218,38,10,1296,0.30941358024691357,0.6905864197530864,0.7266409266409266,0.2694980694980695,0.003861003861003861,2.2579150579150578,0
5879,1923,135277.09,166,263,208,349,232,705,1783,0.07515423443634324,0.9248457655636567,0.9505980239209568,0.047321892875715026,0.0020800832033281333,3.0572022880915237,0
4482,1646,82699.14,97,543,217,541,129,119,1494,0.24431057563587685,0.7556894243641231,0.9319562575941677,0.06804374240583232,0.0,2.7229647630619684,0
3111,1228,89096.87,360,823,21,0,0,24,1168,0.1815068493150685,0.8184931506849316,0.8876221498371335,0.10993485342019543,0.0024429967426710096,2.5333876221498373,0
7584,3575,53993.46,111,850,743,351,114,1406,3247,0.5632891900215584,0.43671080997844164,0.12867132867132866,0.8702097902097902,0.0011188811188811189,2.1213986013986013,1
654,264,92486.77,30,50,64,71,14,35,255,0.10196078431372549,0.5686274509803921,0.928030303030303,0.056818181818181816,0.015151515151515152,2.477272727272727,0
2243,845,126702.91,141,285,131,144,33,111,812,0.06896551724137931,0.9310344827586207,0.9751479289940829,0.02485207100591716,0.0,2.6544378698224853,0
4803,2329,48935.35,1312,731,104,78,24,80,2213,0.6389516493447809,0.3610483506552192,0.06655216831258051,0.9115500214684414,0.021897810218978103,2.0622584800343495,1
3294,1304,74930.73,427,771,46,32,3,25,1257,0.26730310262529833,0.7326968973747017,0.8067484662576687,0.18941717791411042,0.003834355828220859,2.526073619631902,0
5455,2080,70066.41,470,1435,128,16,0,31,2010,0.16567164179104477,0.8343283582089552,0.4427884615384615,0.5548076923076923,0.002403846153846154,2.6225961538461537,0
6140,2687,53692.76,62,1600,537,342,55,91,2443,0.7441670077773229,0.255832992222677,0.0,1.0,0.0,2.285076293263863,1
3701,1676,78273.65,244,619,381,238,64,130,1543,0.5450421257290992,0.45495787427090084,0.5089498806682577,0.4886634844868735,0.002386634844868735,2.2082338902147973,0
3137,1888,49292.57,594,654,180,284,39,137,1813,0.48372862658576943,0.5162713734142306,0.3188559322033898,0.6763771186440678,0.004766949152542373,1.6615466101694916,0
7269,4079,59822.32,1656,1182,743,91,175,232,3951,0.5735256896988105,0.4264743103011896,0.04584456974748713,0.9519490071095856,0.002206423142927188,1.782054425104192,1
2697,972,75281.31,643,238,27,17,15,32,902,0.24279379157427938,0.7572062084257206,0.6265432098765432,0.3683127572016461,0.0051440329218107,2.7746913580246915,0
3519,1590,66358.93,246,373,266,172,112,421,1524,0.21325459317585302,0.786745406824147,0.6591194968553459,0.2610062893081761,0.07987421383647798,2.2132075471698114,0
5336,2114,110813.74,1768,263,45,15,10,13,2101,0.2617801047120419,0.7382198952879581,0.6485335856196783,0.3491012298959319,0.0023651844843897824,2.524124881740776,0
5488,2342,55006.47,415,898,231,238,329,231,2255,0.3831485587583149,0.6168514412416851,0.6148590947907772,0.3847139197267293,0.0004269854824935952,2.3432963279248504,0
2193,1155,53475.94,809,268,32,24,0,22,1132,0.5309187279151943,0.46908127208480566,0.4329004329004329,0.5627705627705628,0.004329004329004329,1.8987012987012988,0
7850,3924,78398.32,841,286,368,1139,495,795,3697,0.3959967541249662,0.6040032458750338,0.1381243628950051,0.8618756371049949,0.0,2.0005096839959227,1
6336,2797,59226.39,1913,541,121,57,14,151,2627,0.3536353254663114,0.6463646745336886,0.6085091169109761,0.3839828387558098,0.007508044333214158,2.2652842331069003,0
2100,860,73419.5,821,36,0,0,0,3,837,0.24372759856630824,0.7562724014336918,0.708139534883721,0.29186046511627906,0.0,2.441860465116279,0
4040,1266,56302.09,254,927,51,10,9,15,1224,0.17973856209150327,0.8202614379084967,0.7898894154818326,0.21011058451816747,0.0,3.1911532385466033,0
3669,1219,79379.81,43,1036,105,28,0,7,1182,0.1218274111675127,0.8781725888324873,0.6357670221493027,0.3642329778506973,0.0,3.0098441345365052,0
5145,1433,85614.6,21,242,839,221,46,64,1300,0.2076923076923077,0.7923076923076923,0.7341242149337055,0.2658757850662945,0.0,3.5903698534542916,0
6625,2098,75826.21,32,1507,370,87,18,84,1947,0.28043143297380585,0.7195685670261941,0.8508102955195425,0.14918970448045757,0.0,3.157769304099142,0
2945,1172,38770.25,14,123,642,333,23,37,1100,0.2390909090909091,0.7609090909090909,0.09044368600682594,0.909556313993174,0.0,2.512798634812287,0
3566,1690,52400.93,1003,471,72,43,45,56,1586,0.3770491803278688,0.6229508196721312,0.6988165680473373,0.30118343195266273,0.0,2.110059171597633,0
3607,1474,88011.19,170,246,266,380,254,158,1367,0.288222384784199,0.7117776152158011,0.6031207598371777,0.3968792401628223,0.0,2.4470827679782903,0
4449,1388,225658.14,444,456,44,55,65,324,1282,0.0499219968798752,0.9500780031201248,0.968299711815562,0.03170028818443804,0.0,3.2053314121037464,0
1969,868,57947.25,578,205,48,24,0,13,874,0.631578947368421,0.3684210526315789,0.2880184331797235,0.706221198156682,0.00576036866359447,2.2684331797235022,1
9969,3731,112811.94,10,297,1680,204,130,1410,3391,0.23827779416101444,0.7617222058389855,0.7319753417314393,0.2680246582685607,0.0,2.671937818279282,0
5002,1805,85307.41,513,416,113,202,169,392,1757,0.128628343767786,0.871371656232214,0.8886426592797784,0.10692520775623268,0.00443213296398892,2.771191135734072,0
4964,2070,71674.97,1289,602,124,40,0,15,2075,0.5768674698795181,0.4231325301204819,0.15603864734299516,0.8347826086956521,0.009178743961352657,2.3980676328502417,1
2506,1228,50565.63,508,437,157,90,0,36,1151,0.5716768027801912,0.4283231972198089,0.39087947882736157,0.6091205211726385,0.0,2.04071661237785,1
6792,2897,94681.09,554,1321,503,315,75,129,2849,0.40786240786240785,0.5921375921375921,0.5768035899206075,0.40248532965136347,0.020711080428028994,2.344494304452882,0
2770,1189,98131.87,9,780,266,57,0,77,1105,0.27601809954751133,0.7239819004524887,0.6795626576955425,0.32043734230445753,0.0,2.3296888141295207,0
3218,1637,39097.09,1205,290,76,40,7,19,1567,0.8634333120612636,0.13656668793873644,0.028711056811240074,0.9682345754428833,0.0030543677458766036,1.965791081246182,1
3499,1412,87355.5,33,12,68,414,321,564,1347,0.18856718634001485,0.8114328136599851,0.6062322946175638,0.3937677053824363,0.0,2.478045325779037,0
6879,2229,116375.98,166,316,313,718,390,326,2152,0.03763940520446097,0.962360594795539,0.8968147151188874,0.00986989681471512,0.09331538806639748,3.0861372812920593,0
5617,2311,105510.59,1427,414,147,122,60,141,2236,0.3278175313059034,0.6721824686940966,0.6603202077022934,0.33751622674167026,0.0021635655560363477,2.430549545651233,0
7340,2565,108592.24,562,574,374,780,140,135,2523,0.08680142687277051,0.9131985731272295,0.9957115009746589,0.0042884990253411305,0.0,2.861598440545809,0
4609,1707,104196.94,275,731,421,95,51,134,1584,0.25757575757575757,0.7424242424242424,0.7393087287639133,0.25717633274751023,0.0035149384885764497,2.700058582308143,0
7536,2216,98177.93,0,0,0,440,1124,652,2045,0.060146699266503664,0.9398533007334964,1.0,0.0,0.0,3.4007220216606497,0
4080,1346,54868.94,87,551,175,159,114,260,1238,0.6050080775444265,0.3949919224555735,0.5356612184249628,0.45988112927191677,0.004457652303120356,3.0312035661218424,0
3109,1251,59633.07,445,629,87,51,10,29,1201,0.5353871773522065,0.4646128226477935,0.6834532374100719,0.3133493205435651,0.0031974420463629096,2.4852118305355715,0
6212,2159,107914.75,174,1357,226,150,47,205,2049,0.127867252318204,0.872132747681796,0.7572950440018527,0.2427049559981473,0.0,2.877257989810097,0
6411,1771,70331.92,115,861,311,180,245,59,1671,0.3147815679233992,0.6852184320766008,0.6024844720496895,0.3805759457933371,0.01693958215697346,3.619988706945229,0
4006,1466,102869.64,37,1212,145,20,24,28,1422,0.0379746835443038,0.9620253164556962,0.8724420190995907,0.1275579809004093,0.0,2.732605729877217,0
6777,2359,42036.45,1560,475,109,89,30,96,2209,0.45224083295608875,0.5477591670439113,0.7816871555743959,0.2161933022467147,0.00211954217888936,2.8728274692666385,0
6536,2721,72176.82,876,776,852,134,12,71,2617,0.5433702713030187,0.45662972869698126,0.0213156927600147,0.9731716280779126,0.005512679162072767,2.402058066887174,1
2847,1050,76063.19,139,720,96,59,18,18,1023,0.25513196480938416,0.7448680351906158,0.6714285714285714,0.31047619047619046,0.018095238095238095,2.7114285714285713,0
4896,1725,101551.98,10,336,1218,87,0,74,1609,0.057178371659415785,0.9428216283405843,1.0,0.0,0.0,2.838260869565217,0
2355,1187,42750.68,742,256,63,64,12,50,1079,0.6617238183503243,0.3382761816496756,0.37405223251895536,0.6124684077506318,0.013479359730412805,1.983993260320135,1
10668,2645,112090.75,54,26,8,43,120,2394,2384,0.07130872483221476,0.9286912751677853,0.9935727788279773,0.006427221172022685,0.0,4.033270321361059,0
6985,4539,71145.78,1085,2496,488,133,81,256,4181,0.6639559913896197,0.3360440086103803,0.05816259087904825,0.9418374091209517,0.0,1.5388852170081515,1
1977,945,71881.74,189,242,135,95,65,219,904,0.10508849557522124,0.8949115044247787,0.9894179894179894,0.005291005291005291,0.005291005291005291,2.092063492063492,0
3708,1657,53677.83,251,747,237,244,77,101,1610,0.468944099378882,0.531055900621118,0.4049487024743512,0.5950512975256488,0.0,2.2377791188895593,0
4253,1936,46233.15,1141,559,82,57,57,40,1848,0.6866883116883117,0.3133116883116883,0.17148760330578514,0.8259297520661157,0.0025826446280991736,2.196797520661157,1
7443,2361,121061.81,0,15,3,289,1181,873,2160,0.09490740740740741,0.9050925925925926,0.9398559932232105,0.060144006776789494,0.0,3.1524777636594665,0
4072,1790,54524.79,484,792,238,41,37,198,1708,0.6358313817330211,0.36416861826697894,0.18212290502793296,0.8178770949720671,0.0,2.2748603351955308,1
3850,1171,118581.87,121,224,89,110,185,442,1070,0.06542056074766354,0.9345794392523364,0.964133219470538,0.03159692570452605,0.004269854824935952,3.287788215200683,0
4651,1812,80521.85,35,1481,194,40,15,47,1705,0.23460410557184752,0.7653958944281525,0.7312362030905077,0.22626931567328917,0.04249448123620309,2.566777041942605,0
4452,1683,89800.05,49,432,567,361,158,116,1643,0.17224589166159465,0.8277541083384053,0.8068924539512775,0.18419489007724302,0.008912655971479501,2.645276292335116,0
3897,2633,35045.91,469,1542,387,136,33,66,2544,0.8419811320754716,0.1580188679245283,0.01139384732244588,0.9886061526775541,0.0,1.4800607671857198,1
2576,1330,63725.12,725,451,71,27,12,44,1260,0.6841269841269841,0.31587301587301586,0.34135338345864663,0.6556390977443609,0.0030075187969924814,1.936842105263158,1
2865,1023,99312.16,362,270,178,88,23,102,985,0.116751269035533,0.883248730964467,0.9618768328445748,0.030303030303030304,0.007820136852394917,2.80058651026393,0
